12	U55	11/11/2019 9:00:00 AM	N290 N365 N332 N376 N403 N480 N23 N170 N136 N84 N1 N389 N73 N10 N296 N166	N484-0 N246-0 N450-0 N203-0 N403-0 N364-0 N354-0 N151-0 N242-0 N82-1 N417-0 N466-0 N104-0 N270-0
13	U15	11/11/2019 9:00:00 AM	N196 N50	N85-0 N90-0 N474-0 N420-0 N341-0 N494-0
14	U58	11/11/2019 9:00:00 AM	N327 N419 N461 N283 N39 N150 N482 N493 N92 N13 N70 N377 N64 N106 N67	N442-1 N298-0 N348-0 N297-0 N236-0 N350-0 N174-0 N306-0 N229-0
15	U41	11/11/2019 9:00:00 AM	N257 N230 N242 N306	N286-0 N177-0 N105-1 N33-0 N149-0
16	U11	11/11/2019 9:00:00 AM	N219 N159 N360 N238	N39-0 N483-1 N458-0 N304-0 N24-0 N202-0
17	U19	11/11/2019 9:00:00 AM	N144 N259 N134 N80 N30 N344 N418 N190 N248 N38 N448	N261-0 N262-0 N272-0 N475-0 N128-0
18	U7	11/11/2019 9:00:00 AM	N77 N341 N227 N233 N168 N364 N37 N134 N367 N228 N357 N117 N288 N82 N14 N80	N389-0 N429-0 N409-0 N169-0 N5-0 N492-0 N302-0
19	U44	11/11/2019 9:00:00 AM	N333 N357 N413 N484 N286 N170	N16-0 N426-1 N33-0 N100-0 N7-0 N229-0 N386-0 N302-0
20	U84	11/11/2019 9:00:00 AM	N168 N286 N372 N233 N228 N384 N227 N350 N484 N402 N320 N397 N313 N223 N173 N382 N100	N95-0 N462-0 N491-0 N67-0 N205-0 N124-0 N207-0 N53-0 N168-1 N204-0 N14-0 N195-0 N440-0 N251-0
21	U10	11/11/2019 9:00:00 AM	N373 N30 N202 N94 N172 N89 N492	N154-0 N401-0 N245-0 N240-0 N202-1 N414-0 N23-0 N454-0 N489-0 N219-0 N37-0 N209-0
22	U76	11/11/2019 9:00:00 AM	N198 N446 N138 N193 N280 N218	N356-0 N275-0 N402-0 N295-0 N216-0 N393-1 N101-0
23	U88	11/11/2019 9:00:00 AM	N433 N215	N284-0 N306-0 N386-0 N253-0 N289-0 N157-0 N310-0 N38-0 N41-0 N480-0
24	U18	11/11/2019 9:00:00 AM	N15 N96 N477 N295 N303 N33 N383 N109 N389 N200 N438 N182 N85 N294 N273 N360 N25 N422	N442-0 N499-0 N472-0 N24-0 N50-0 N481-0 N261-0
25	U60	11/11/2019 9:00:00 AM	N61 N19 N244 N194	N376-0 N455-0 N123-0 N56-0 N344-0 N232-0 N97-0 N41-0
26	U60	11/11/2019 9:00:00 AM	N294 N488 N171 N217 N263 N346 N97 N70 N280 N248 N96	N253-0 N63-0 N38-0 N423-0 N457-0 N182-1 N436-0
27	U96	11/11/2019 9:00:00 AM	N487 N202 N125 N351 N385	N33-0 N256-0 N106-0 N376-0 N362-0 N324-0 N413-0 N423-1
28	U90	11/11/2019 9:00:00 AM	N139	N365-0 N104-0 N187-0 N138-0 N166-0 N25-0 N153-0 N322-0 N106-0 N221-0 N329-0 N2-0 N209-0
29	U45	11/11/2019 9:00:00 AM	N358 N296 N71 N279 N495	N301-0 N353-1 N303-0 N458-0 N5-0
30	U5	11/11/2019 9:00:00 AM	N464 N37 N16 N357 N120 N168 N459 N61 N220 N243 N216	N181-0 N87-0 N360-0 N431-0 N427-0 N366-0 N438-0 N45-0 N32-0 N305-0 N304-0 N231-0
31	U82	11/11/2019 9:00:00 AM	N153 N71 N89 N311 N431 N308 N411 N124 N305	N286-0 N312-0 N334-0 N371-0 N497-0 N132-0 N110-0 N192-1 N238-0 N311-0
32	U3	11/11/2019 9:00:00 AM	N472 N463 N367 N68 N111 N164 N309 N220 N245 N262 N276 N232 N461 N302 N236 N433 N487	N434-0 N65-0 N74-0 N141-0 N388-0 N87-0 N351-0 N133-0
33	U66	11/11/2019 9:00:00 AM	N278 N269 N82 N66 N323 N93 N430 N496 N182 N273	N11-0 N111-0 N305-0 N385-0 N219-1 N194-0 N16-0 N446-0
34	U74	11/11/2019 9:00:00 AM	N340 N424 N297 N241 N139 N289 N152 N423 N225 N114 N339	N211-0 N482-0 N170-0 N321-0 N47-0 N21-0 N346-0 N219-0 N31-0
35	U23	11/11/2019 9:00:00 AM		N192-1 N189-0 N382-0 N377-0 N34-0 N352-0 N275-0 N108-0 N284-0 N458-1
36	U48	11/11/2019 9:00:00 AM	N419 N106 N118 N130 N356 N410 N304 N456	N49-0 N417-0 N13-0 N222-0 N294-0 N298-0 N331-1 N314-0
37	U38	11/11/2019 9:00:00 AM	N142 N212 N154 N279 N53 N52 N72 N108	N247-0 N187-0 N104-0 N70-1 N454-1 N375-0 N251-0 N274-0 N448-0 N444-0 N282-0 N269-0 N322-0
38	U38	11/11/2019 9:00:00 AM	N104 N159 N31 N4 N313 N17 N23 N72 N437 N122 N474 N38 N457 N204	N206-0 N344-0 N205-0 N395-0 N24-1 N190-0 N322-0 N202-1 N494-0 N75-0 N298-0 N300-0
39	U57	11/11/2019 9:00:00 AM	N280 N442 N42 N388 N242 N228 N335 N285 N159 N94	N457-0 N217-0 N376-0 N8-0 N111-0 N300-0
40	U4	11/11/2019 9:00:00 AM	N115 N51 N40 N464 N98 N347 N415	N220-0 N400-0 N204-1 N438-0 N268-1 N178-0 N196-0 N143-0
41	U62	11/11/2019 9:00:00 AM		N357-1 N291-0 N371-1 N242-0 N55-0 N227-0 N406-0 N195-0 N24-0
42	U67	11/11/2019 9:00:00 AM	N308 N111 N332 N46 N79 N459 N174 N485 N363 N318 N62 N349 N89 N439	N157-0 N259-0 N288-0 N266-0 N472-0 N388-0 N78-0 N321-0 N196-1 N311-0 N406-0 N283-0
43	U40	11/11/2019 9:00:00 AM	N437 N292 N143	N40-0 N244-0 N396-0 N290-0 N404-0 N116-0 N180-0
44	U25	11/11/2019 9:00:00 AM	N213 N162 N15 N186	N289-0 N332-1 N353-1 N440-0 N106-0 N197-0 N129-0 N35-0
45	U69	11/11/2019 9:00:00 AM	N115 N264 N142 N201 N497 N153	N466-0 N387-0 N388-0 N64-0 N0-1 N30-0 N146-0 N141-0
46	U59	11/11/2019 9:00:00 AM	N134 N233 N384 N325 N227 N492 N226 N387 N252 N497 N162 N228 N192 N320 N80	N101-0 N78-0 N497-0 N452-0 N80-0 N98-0 N209-0 N54-0 N427-0
47	U28	11/11/2019 9:00:00 AM	N5 N302 N129 N300 N126 N1 N11 N203 N435 N219 N461 N115 N239	N170-0 N356-0 N58-1 N477-0 N481-0 N75-0 N142-0 N274-0 N90-1 N384-0 N143-0
48	U95	11/11/2019 9:00:00 AM	N242 N377 N467 N173 N474 N436 N473 N160 N189 N410 N401 N226 N106	N223-0 N259-0 N463-0 N336-0 N328-0 N393-0 N213-0 N13-0 N467-0 N106-0
49	U4	11/11/2019 9:00:00 AM	N437 N468 N67 N122 N3 N132 N393 N219 N58 N354 N11 N478 N466 N278	N153-1 N144-0 N450-0 N380-0 N55-0 N428-0 N348-0 N370-0 N198-0 N258-0
50	U5	11/11/2019 9:00:00 AM	N453 N484 N243 N137 N72 N250 N372 N330 N349 N313 N475 N16 N227 N384 N169 N265 N271	N126-0 N30-1 N220-0 N27-0 N184-0 N84-0 N119-0 N446-0 N172-0 N351-0 N497-0 N267-0 N390-0
51	U40	11/11/2019 9:00:00 AM	N114 N53 N143 N367 N236 N155 N365 N195	N357-0 N241-0 N75-0 N23-0 N260-1 N298-0 N101-0 N213-0 N61-0 N19-0 N473-0 N59-0 N172-0
52	U51	11/11/2019 9:00:00 AM	N23 N8 N491 N274 N282 N179 N155 N430 N477 N346 N36 N82 N263 N273 N232 N20 N60	N352-0 N163-0 N385-0 N314-0 N371-0 N77-0 N400-0 N239-0 N434-0 N337-0 N61-1 N146-0 N143-1 N34-0
53	U19	11/11/2019 9:00:00 AM	N283 N418	N428-0 N470-0 N468-0 N1-0 N45-0 N125-0 N263-0 N317-0 N396-0 N392-0 N376-0 N335-0 N95-0
54	U2	11/11/2019 9:00:00 AM	N140 N307 N220 N208 N272 N351	N25-0 N346-0 N50-0 N173-0 N412-1 N14-1 N390-0 N408-0
55	U10	11/11/2019 9:00:00 AM	N387 N384 N130 N201 N243 N491 N364 N325	N461-0 N405-0 N469-0 N462-0 N272-0 N488-0 N484-0 N231-0 N52-0
56	U94	11/11/2019 9:00:00 AM	N100 N486 N428 N425 N44 N19 N109	N356-0 N371-0 N327-0 N152-0 N50-1 N78-0 N84-0 N11-0 N111-1 N248-0
57	U76	11/11/2019 9:00:00 AM	N482 N13 N261 N193 N39 N446 N327 N307 N445 N140 N38 N280	N325-0 N98-0 N375-0 N206-0 N469-1 N317-0
58	U26	11/11/2019 9:00:00 AM	N309 N180 N232 N58 N499 N433 N188 N155 N34 N164	N481-0 N333-0 N220-0 N75-0 N480-1 N257-0 N410-0 N193-0 N437-0 N313-0 N183-0 N145-0 N459-1 N311-0
59	U54	11/11/2019 9:00:00 AM	N146 N322	N245-0 N453-0 N389-0 N380-0 N29-0
60	U29	11/11/2019 9:00:00 AM	N404 N447 N57 N153	N188-0 N241-0 N342-0 N286-0 N434-1
61	U12	11/11/2019 9:00:00 AM	N416 N348 N89	N363-0 N394-0 N349-0 N49-0 N360-0 N230-0 N486-0 N43-0 N447-0 N226-0 N197-1 N14-0 N202-0
62	U11	11/11/2019 9:00:00 AM	N148 N56 N108 N492 N287 N204 N58 N154 N132 N238 N468 N405 N298 N97	N52-0 N378-0 N178-0 N2-0 N206-0 N73-0 N80-0 N318-0 N448-0 N319-0 N59-0
63	U12	11/11/2019 9:00:00 AM	N46 N333 N363 N439 N369 N288 N339 N308	N325-0 N463-0 N38-0 N443-0 N55-0 N40-0 N389-0 N97-0 N494-0
64	U16	11/11/2019 9:00:00 AM	N425 N367 N334 N311 N375 N371 N87	N416-1 N485-1 N118-0 N321-0 N229-0
65	U85	11/11/2019 9:00:00 AM	N129 N346 N29 N276 N113 N273 N383 N428	N268-0 N143-1 N342-0 N354-0 N280-0 N0-0
66	U78	11/11/2019 9:00:00 AM	N309 N414 N257 N470 N55 N480 N9 N41 N184 N26 N352 N148 N387	N337-0 N421-0 N66-0 N478-0 N45-0 N126-0 N118-0 N268-0 N185-0 N358-0 N230-0
67	U24	11/11/2019 9:00:00 AM	N437 N31 N255 N215 N289 N40 N20 N142	N38-0 N165-0 N409-0 N340-0 N243-0
68	U22	11/11/2019 9:00:00 AM	N193 N13 N70 N302 N370 N424 N377 N421 N4 N266	N147-0 N131-0 N59-0 N449-0 N377-0 N480-0
69	U74	11/11/2019 9:00:00 AM	N234 N340 N297 N389 N498 N149 N133 N0 N376 N176 N460 N225 N355 N495 N208 N9 N107 N73 N217	N216-0 N238-0 N115-0 N342-0 N282-0 N12-0 N40-0 N17-0 N202-1 N182-1
70	U35	11/11/2019 9:00:00 AM	N231 N446	N58-0 N316-1 N279-0 N91-0 N129-0 N498-0 N468-0 N83-0
71	U31	11/11/2019 9:00:00 AM		N429-0 N55-0 N396-0 N473-0 N305-0 N219-0 N239-0 N492-0 N217-0 N272-0 N237-0 N42-0 N493-0
72	U75	11/11/2019 9:00:00 AM	N264 N488 N273 N113 N244 N28 N61 N281 N154 N217 N76 N397 N479	N177-0 N170-0 N244-1 N154-0 N41-0 N411-0 N145-0 N191-1 N31-0
73	U92	11/11/2019 9:00:00 AM	N35 N303 N41 N109 N17 N257 N246	N133-0 N279-1 N28-0 N452-0 N219-0 N112-0 N306-1 N480-1 N58-0
74	U25	11/11/2019 9:00:00 AM	N46 N452 N315 N275 N466 N350 N15 N248 N221 N355 N265	N148-0 N261-0 N244-0 N375-0 N401-0
75	U49	11/11/2019 9:00:00 AM	N52 N222 N83 N92 N183 N303 N476 N99 N232 N155 N306 N470 N352 N268 N45 N497 N408	N361-0 N217-0 N185-0 N113-0 N407-0 N295-0 N248-0 N438-0 N301-0 N126-0 N462-0
76	U31	11/11/2019 9:00:00 AM	N174 N332 N47 N111 N181 N308 N357 N265 N494 N62 N298 N486	N495-0 N402-0 N258-0 N229-0 N91-0 N178-0 N206-0 N118-0 N302-1 N199-0
77	U84	11/11/2019 9:00:00 AM	N399 N153 N382 N464 N413 N226	N410-0 N358-0 N19-0 N446-0 N289-0 N55-0 N89-0 N16-0 N331-0 N119-0 N129-0 N276-0 N173-0
78	U81	11/11/2019 9:00:00 AM		N411-0 N371-0 N492-0 N66-0 N91-0 N182-0 N139-0
79	U17	11/11/2019 9:00:00 AM	N436 N477 N441	N372-0 N399-0 N48-0 N366-0 N273-1 N171-0 N412-0 N350-0 N492-0 N123-0 N445-0 N298-0 N242-0
80	U94	11/11/2019 9:00:00 AM	N193 N175 N348 N93 N75	N310-0 N55-0 N296-0 N469-0 N218-0
81	U49	11/11/2019 9:00:00 AM	N356 N158	N378-0 N451-1 N206-0 N311-0 N397-0 N248-0
82	U85	11/11/2019 9:00:00 AM	N85 N430 N8 N206 N175 N348 N217 N44 N438 N467 N109 N441 N166 N113 N86 N88 N20 N60 N244	N104-0 N307-0 N315-0 N0-0 N60-0 N16-0 N44-0 N134-0 N103-0 N230-0 N90-0 N201-1 N350-0 N270-0
83	U9	11/11/2019 9:00:00 AM	N49 N181 N315 N333 N369 N271 N275 N259 N313 N228 N452 N431 N53 N213 N83	N441-0 N440-0 N133-0 N7-0 N134-0 N302-0 N385-1 N468-0 N340-0 N90-1
84	U15	11/11/2019 9:00:00 AM		N469-0 N56-0 N246-0 N481-0 N47-1 N259-0 N99-0 N395-1 N210-0 N478-0 N253-0 N499-0 N494-1
85	U10	11/11/2019 9:00:00 AM	N450 N80 N320 N449 N350 N295 N341 N466 N399 N330 N169 N201 N202 N349 N387 N198 N178 N216	N242-0 N424-0 N221-0 N426-0 N281-0
86	U42	11/11/2019 9:00:00 AM	N19 N76 N319 N282 N386 N259	N297-0 N42-0 N447-0 N70-0 N271-0 N382-0 N393-0 N9-0 N212-0 N197-0 N6-0 N478-0 N116-0
87	U47	11/11/2019 9:00:00 AM	N214	N360-0 N48-0 N323-0 N262-0 N265-0 N440-0 N228-1 N498-0 N209-0
88	U73	11/11/2019 9:00:00 AM	N282	N30-0 N106-0 N396-1 N109-0 N62-0 N478-1 N444-0 N289-1 N406-0 N268-0 N72-0 N12-0
89	U52	11/11/2019 9:00:00 AM	N366 N120 N58	N469-0 N35-0 N3-1 N290-0 N349-0 N480-0 N208-0 N157-0 N124-0 N238-0
90	U54	11/11/2019 9:00:00 AM	N466 N158 N14 N261 N486 N42	N356-0 N314-0 N439-1 N447-0 N146-1 N256-0 N336-0
91	U95	11/11/2019 9:00:00 AM	N187 N479 N43 N68 N249 N388 N293	N126-0 N240-0 N55-0 N292-0 N392-0 N143-0 N70-0 N101-0 N489-0 N157-1
92	U17	11/11/2019 9:00:00 AM	N341 N383 N269 N76 N31 N282 N438	N141-0 N212-1 N130-0 N341-0 N325-0 N256-0 N2-0 N197-0 N273-1 N45-0
93	U5	11/11/2019 9:00:00 AM	N22 N117 N398 N288 N182 N387 N162 N325	N39-0 N362-0 N143-0 N223-0 N364-0 N189-0 N388-0 N286-0 N9-0 N215-0 N66-0 N413-0 N456-0 N159-0
94	U84	11/11/2019 9:00:00 AM	N149 N37 N229 N341 N464 N30 N413 N221 N80 N448 N198	N459-0 N456-0 N431-0 N57-0 N287-0 N43-0 N469-0 N427-0
95	U87	11/11/2019 9:00:00 AM	N302 N425 N223 N182 N19 N246 N477 N430 N269 N281 N496 N278 N252 N397 N25 N97 N244 N88 N109	N56-0 N70-0 N247-0 N428-0 N285-0 N277-0 N329-0 N189-0 N186-0 N477-0 N95-0 N12-0 N200-0
96	U7	11/11/2019 9:00:00 AM	N216 N382 N424 N453 N448 N1 N407 N234 N6 N172 N228	N270-0 N152-0 N145-0 N88-0 N95-0 N228-0 N352-0 N401-0 N379-0 N189-0 N373-0 N411-0
97	U5	11/11/2019 9:00:00 AM	N37 N387 N382 N492 N202 N299 N364 N349 N134 N347 N399 N341 N201 N228 N413 N333 N328	N269-0 N146-0 N280-0 N89-0 N196-1 N163-0 N7-0 N416-0 N463-0 N317-0 N296-0 N242-0
98	U0	11/11/2019 9:00:00 AM	N32 N359 N353 N139 N381 N99 N170 N208 N365 N193	N9-0 N454-0 N402-0 N198-0 N283-0
99	U81	11/11/2019 9:00:00 AM	N129 N465 N350 N28 N243 N367 N347 N155 N396 N309 N49	N323-1 N82-0 N92-0 N476-0 N333-0 N416-0 N102-0 N413-0 N166-0 N53-0 N284-0
100	U47	11/11/2019 9:00:00 AM	N270 N118 N135 N106 N335 N161 N112 N138 N488 N390 N419 N493	N43-0 N375-1 N489-0 N112-1 N171-0 N259-0 N392-0 N57-0 N47-0 N200-1 N306-0
101	U99	11/11/2019 9:00:00 AM	N360 N473 N86 N328	N301-1 N471-0 N241-0 N91-0 N483-0 N115-0 N325-0 N10-0 N232-0 N39-0 N496-0 N493-0
102	U69	11/11/2019 9:00:00 AM	N51 N212 N40 N104 N108 N4 N468 N88 N261 N11 N229 N142 N79 N433 N457 N264 N159	N68-0 N122-1 N109-0 N413-0 N456-0 N405-0 N86-0 N477-0 N460-0 N170-1 N354-0
103	U93	11/11/2019 9:00:00 AM	N155 N129 N459 N472 N137 N220 N232 N188 N23 N119 N499 N195 N77 N237	N216-0 N395-0 N36-0 N363-0 N274-0 N120-0 N225-0 N383-0 N459-1
104	U36	11/11/2019 9:00:00 AM	N363 N196 N311 N379 N458 N174 N181 N221 N62 N395 N274 N171 N271 N318 N390 N53 N416 N411 N333	N394-0 N70-0 N181-0 N139-0 N119-0 N47-0 N92-0 N416-0
105	U22	11/11/2019 9:00:00 AM	N421 N469 N278 N210 N442 N118 N193 N198 N339	N184-1 N197-1 N346-0 N412-0 N124-0 N174-1
106	U10	11/11/2019 9:00:00 AM	N402 N214	N292-0 N273-1 N96-0 N35-0 N276-0 N224-0 N484-0 N415-0 N256-0 N260-0
107	U35	11/11/2019 9:00:00 AM	N208 N137 N71 N136 N84 N441 N340 N89 N376 N289 N290 N190 N391 N498 N277	N325-0 N462-1 N279-0 N0-1 N103-0 N171-0 N143-0 N247-0 N275-0 N363-0 N376-1
108	U46	11/11/2019 9:00:00 AM	N73 N290 N127 N107 N190 N335 N403 N116 N59 N170 N381 N71 N353 N424 N409 N193	N464-0 N381-0 N491-0 N56-0 N454-0 N451-1 N32-0 N150-0 N100-0 N54-0 N319-0 N88-0 N67-0 N453-0
109	U18	11/11/2019 9:00:00 AM	N3 N85 N44 N294 N171 N123 N20 N223 N113 N88 N23 N383 N200 N380 N496 N360 N430	N117-0 N152-0 N481-0 N336-0 N449-0
110	U2	11/11/2019 9:00:00 AM	N236 N385 N276 N164 N312	N118-0 N28-0 N50-0 N294-0 N24-0 N461-0
111	U4	11/11/2019 9:00:00 AM	N22 N292 N282 N108 N142 N24 N287 N255 N239 N101 N72 N227 N130 N386 N1 N199	N245-0 N190-0 N52-1 N443-0 N313-0 N266-1 N431-0 N154-0 N298-0 N194-0 N15-0 N89-0
112	U66	11/11/2019 9:00:00 AM	N25 N360 N244 N312 N175	N6-1 N383-0 N189-0 N1-0 N81-0 N441-0 N396-1
113	U28	11/11/2019 9:00:00 AM	N394 N180 N51 N65 N405 N176 N101 N40 N158 N90 N478 N435 N207 N204 N43 N299 N122 N239 N354	N413-0 N214-0 N386-1 N432-0 N282-0 N104-1 N213-1 N41-0 N225-0
114	U14	11/11/2019 9:00:00 AM	N274 N254 N97 N63 N263 N276 N338 N162 N171 N397 N75 N469	N101-0 N137-0 N326-1 N248-0 N267-0 N88-0 N258-0 N356-0
115	U56	11/11/2019 9:00:00 AM	N278 N254 N33 N295 N36 N44 N63 N330 N61 N240 N93 N201 N217 N274 N350 N123 N327 N18 N346	N386-0 N499-1 N117-0 N89-0 N303-0 N139-0 N493-0 N233-0 N415-0 N198-0 N223-0 N472-0 N13-0
116	U84	11/11/2019 9:00:00 AM	N484 N418 N100 N128 N267 N286 N399 N297 N101 N109 N382 N230 N134 N248 N448 N349	N23-0 N397-0 N349-0 N264-0 N111-1 N18-1 N409-0 N443-0 N262-0 N428-0 N75-0
117	U2	11/11/2019 9:00:00 AM		N419-0 N130-0 N457-0 N493-0 N247-0 N356-0 N379-1 N263-0 N269-0 N258-0 N25-0
118	U98	11/11/2019 9:00:00 AM	N105 N80 N128 N134 N136 N450 N325	N2-0 N444-0 N124-0 N113-0 N181-0 N142-0 N49-0 N238-0 N19-0 N10-0 N171-0 N338-0 N346-0 N128-0
119	U85	11/11/2019 9:00:00 AM	N44 N60 N113 N256 N182	N224-1 N410-1 N453-0 N298-0 N185-0 N256-0 N258-0 N78-0 N488-1 N29-0 N377-0 N235-1
120	U22	11/11/2019 9:00:00 AM	N370 N2 N470 N43 N335 N456 N150 N340 N442 N28 N39 N70 N492 N469 N443 N152 N285 N189	N443-0 N28-0 N150-0 N47-0 N466-1 N205-0 N125-0 N128-0 N196-0 N80-0 N481-0
121	U33	11/11/2019 9:00:00 AM	N160 N347 N335 N385 N68 N235 N489 N217 N481	N166-0 N170-0 N183-0 N308-0 N379-0 N221-0
122	U9	11/11/2019 9:00:00 AM	N257 N375 N416 N304 N355 N111 N201 N223 N265 N105	N302-0 N91-0 N299-0 N469-0 N323-0 N307-0 N221-0
123	U67	11/11/2019 9:00:00 AM	N417 N111 N369 N311 N315 N58 N46 N363 N186 N174 N411 N191 N470 N371 N74	N344-0 N238-0 N84-0 N73-0 N42-0 N325-0 N78-0 N409-0 N175-0
124	U39	11/11/2019 9:00:00 AM	N210 N173 N53 N377 N351 N339 N446 N266 N401	N145-0 N6-0 N360-1 N458-0 N156-0 N322-0 N21-0 N127-0 N401-0 N230-0 N80-0 N82-0 N169-1 N319-0
125	U13	11/11/2019 9:00:00 AM	N238 N72 N312 N447 N264 N40 N193 N454 N287 N1 N370 N268 N5 N79 N457 N465 N142 N133 N56	N247-0 N480-0 N431-0 N312-1 N364-0 N214-0 N94-0 N189-0 N33-0 N341-0 N342-0
126	U87	11/11/2019 9:00:00 AM	N295 N33 N23 N244 N254 N72 N175 N430 N257	N132-0 N282-1 N125-0 N196-0 N356-0 N67-0 N293-0 N37-0 N30-0 N320-0 N45-0 N74-0 N288-0
127	U18	11/11/2019 9:00:00 AM	N458 N488 N171 N19 N96	N46-0 N468-0 N262-0 N429-0 N434-0 N8-0
128	U48	11/11/2019 9:00:00 AM	N321 N249 N12 N261 N292 N270 N189 N339 N118 N343 N39 N474 N443 N14 N106 N138 N478	N89-0 N496-0 N11-0 N448-0 N422-0 N160-0 N139-0 N253-0 N145-1 N397-0 N319-0
129	U31	11/11/2019 9:00:00 AM	N334 N471 N431 N485 N165	N110-0 N422-0 N160-0 N394-0 N10-0 N252-0 N308-1
130	U63	11/11/2019 9:00:00 AM	N182 N176 N319 N332 N19 N295 N29	N343-0 N481-0 N191-0 N40-0 N120-0 N0-0 N350-0 N154-0
131	U61	11/11/2019 9:00:00 AM	N482 N377 N106 N295 N64 N39 N280 N78 N189 N146 N446 N361 N176 N135 N17	N134-0 N113-0 N211-0 N418-0 N232-0 N135-0 N0-0 N373-0
132	U91	11/11/2019 9:00:00 AM	N429 N263 N50 N69 N476 N202 N131	N352-0 N125-0 N326-0 N84-0 N418-1 N82-0 N478-0 N331-0 N299-0 N29-0 N464-0
133	U93	11/11/2019 9:00:00 AM	N351 N164 N367 N491 N499 N276 N68 N489 N300 N290	N409-0 N89-0 N193-0 N171-0 N4-0 N167-0 N194-0
134	U76	11/11/2019 9:00:00 AM	N91 N318 N443 N197 N270 N157 N64 N115 N445 N242 N49 N467 N135	N377-1 N2-1 N328-0 N64-0 N326-0 N211-0 N95-0 N330-0
135	U11	11/11/2019 9:00:00 AM	N477 N101 N435 N482 N425 N452 N153 N219 N415 N159 N154 N280 N255 N264 N3 N405 N447 N151	N301-0 N77-0 N498-0 N480-0 N134-0 N230-0 N418-0 N495-1 N7-0 N100-0
136	U82	11/11/2019 9:00:00 AM	N309 N308	N403-0 N97-0 N310-0 N475-0 N252-0
137	U45	11/11/2019 9:00:00 AM	N90 N336 N420 N211 N337 N358 N166 N84 N178 N59 N460 N415 N209	N456-0 N289-0 N432-0 N101-0 N418-0
138	U27	11/11/2019 9:00:00 AM	N358 N19 N324	N148-0 N60-0 N485-0 N49-0 N184-0 N462-1
139	U74	11/11/2019 9:00:00 AM	N198 N252 N152 N176 N390 N278 N289 N277 N495	N366-0 N371-0 N10-0 N433-0 N35-0 N208-0 N143-1 N27-0 N325-0 N390-0 N313-0 N23-0
140	U16	11/11/2019 9:00:00 AM	N188 N204 N95 N265 N411 N471	N293-0 N153-0 N302-0 N108-0 N273-0 N388-0
141	U69	11/11/2019 9:00:00 AM	N354 N238 N299 N437 N23 N464 N38 N34 N298 N51 N142 N264 N1	N442-0 N78-0 N129-0 N230-0 N330-0 N219-0 N127-0
142	U86	11/11/2019 9:00:00 AM	N153 N110 N104 N404 N439 N40 N130 N468 N132 N212	N14-0 N279-0 N296-0 N81-0 N165-0 N470-0 N300-1 N498-0
143	U42	11/11/2019 9:00:00 AM	N29 N486 N281 N238 N25 N388 N496	N37-0 N243-0 N487-0 N455-0 N446-0 N360-0 N242-0 N417-0 N127-0 N1-0
144	U49	11/11/2019 9:00:00 AM	N404 N322 N224 N124 N399 N218 N306 N251 N226 N119 N345 N321 N45 N256	N435-0 N421-0 N284-1 N407-0 N99-0 N431-0 N173-0 N285-0 N27-1 N315-1 N411-1 N438-0 N352-1 N449-0
145	U92	11/11/2019 9:00:00 AM	N147 N144 N69 N226 N284 N158 N375 N92 N205 N436 N321 N257 N489 N206 N246	N192-0 N429-0 N106-0 N376-0 N269-0
